url,total,Energy,Materials,Industrials,Consumer Discretionary,Consumer Staples,Health Care,Financials,Information Technology,Communication Services,Utilities,Real Estate
http://data.gdeltproject.org/gdeltv2/20220305113000.gkg.csv.zip,432,2,0,0,0,0,2,0,0,0,0,0
http://data.gdeltproject.org/gdeltv2/20170115153000.gkg.csv.zip,1141,3,0,11,0,0,2,2,0,4,3,2
http://data.gdeltproject.org/gdeltv2/20211216154500.gkg.csv.zip,1134,1,0,4,0,0,0,0,1,5,3,0
http://data.gdeltproject.org/gdeltv2/20160224123000.gkg.csv.zip,1587,4,1,8,2,1,1,10,1,4,3,4
http://data.gdeltproject.org/gdeltv2/20181209023000.gkg.csv.zip,566,0,0,1,0,0,0,0,0,5,0,3
http://data.gdeltproject.org/gdeltv2/20230616161500.gkg.csv.zip,1459,2,1,3,0,1,0,2,2,4,2,3
http://data.gdeltproject.org/gdeltv2/20161216141500.gkg.csv.zip,1772,1,2,15,0,0,0,3,3,2,2,3
http://data.gdeltproject.org/gdeltv2/20250614160000.gkg.csv.zip,453,1,0,2,0,0,1,1,0,0,0,0
http://data.gdeltproject.org/gdeltv2/20240420184500.gkg.csv.zip,480,0,1,2,0,0,0,0,1,0,0,1
http://data.gdeltproject.org/gdeltv2/20230417014500.gkg.csv.zip,626,0,1,0,0,0,1,0,2,2,0,0
http://data.gdeltproject.org/gdeltv2/20170415184500.gkg.csv.zip,1357,2,1,0,0,1,0,2,0,0,0,2
http://data.gdeltproject.org/gdeltv2/20250109031500.gkg.csv.zip,766,0,0,1,0,0,0,1,3,2,0,5
http://data.gdeltproject.org/gdeltv2/20230119044500.gkg.csv.zip,447,2,0,1,0,0,0,0,3,0,1,1
http://data.gdeltproject.org/gdeltv2/20250116020000.gkg.csv.zip,894,3,0,1,1,0,1,2,1,1,1,3
http://data.gdeltproject.org/gdeltv2/20220914070000.gkg.csv.zip,401,1,0,0,0,0,0,1,0,0,0,0
http://data.gdeltproject.org/gdeltv2/20221012140000.gkg.csv.zip,868,3,0,2,0,1,1,0,1,0,1,2
http://data.gdeltproject.org/gdeltv2/20151221013000.gkg.csv.zip,930,0,2,1,0,0,3,2,0,0,0,2
http://data.gdeltproject.org/gdeltv2/20201201084500.gkg.csv.zip,616,1,1,1,0,0,9,0,2,1,0,2
http://data.gdeltproject.org/gdeltv2/20181031214500.gkg.csv.zip,2080,0,1,2,0,0,0,4,1,0,4,2
http://data.gdeltproject.org/gdeltv2/20220302064500.gkg.csv.zip,513,5,0,3,1,0,2,2,0,0,0,0
http://data.gdeltproject.org/gdeltv2/20160802090000.gkg.csv.zip,998,2,2,0,0,0,0,1,0,2,0,0
http://data.gdeltproject.org/gdeltv2/20190628021500.gkg.csv.zip,1175,2,0,2,0,0,1,0,1,0,0,1
http://data.gdeltproject.org/gdeltv2/20161009081500.gkg.csv.zip,860,1,1,3,0,0,0,0,0,8,0,2
http://data.gdeltproject.org/gdeltv2/20160908031500.gkg.csv.zip,1678,9,2,3,0,1,1,2,0,2,1,1
http://data.gdeltproject.org/gdeltv2/20210519090000.gkg.csv.zip,517,1,2,0,0,0,0,1,2,2,0,1
http://data.gdeltproject.org/gdeltv2/20220903144500.gkg.csv.zip,519,0,0,2,0,0,0,0,0,0,2,0
http://data.gdeltproject.org/gdeltv2/20200425221500.gkg.csv.zip,707,0,1,1,0,0,6,1,0,21,0,2
http://data.gdeltproject.org/gdeltv2/20211117010000.gkg.csv.zip,898,4,2,4,0,0,0,0,0,0,3,3
http://data.gdeltproject.org/gdeltv2/20230330080000.gkg.csv.zip,684,3,1,0,0,0,0,2,0,0,0,0
http://data.gdeltproject.org/gdeltv2/20240910234500.gkg.csv.zip,1026,1,0,2,0,0,0,0,1,1,1,0
http://data.gdeltproject.org/gdeltv2/20190930114500.gkg.csv.zip,937,0,1,1,1,1,1,4,5,0,1,1
http://data.gdeltproject.org/gdeltv2/20200307014500.gkg.csv.zip,1215,3,1,2,0,1,0,3,1,4,0,3
http://data.gdeltproject.org/gdeltv2/20240204151500.gkg.csv.zip,445,1,0,3,0,0,1,0,0,1,1,1
http://data.gdeltproject.org/gdeltv2/20211125173000.gkg.csv.zip,589,3,3,2,1,0,0,0,0,1,1,0
http://data.gdeltproject.org/gdeltv2/20220508123000.gkg.csv.zip,309,0,0,0,0,0,0,1,0,0,0,0
http://data.gdeltproject.org/gdeltv2/20151007073000.gkg.csv.zip,1451,4,1,5,2,0,2,2,6,1,1,1
http://data.gdeltproject.org/gdeltv2/20180429131500.gkg.csv.zip,868,8,1,5,1,0,0,0,1,1,0,1
http://data.gdeltproject.org/gdeltv2/20210621014500.gkg.csv.zip,422,0,0,0,0,0,1,0,0,0,0,1
http://data.gdeltproject.org/gdeltv2/20190304064500.gkg.csv.zip,720,2,0,1,0,0,0,0,0,1,0,0
http://data.gdeltproject.org/gdeltv2/20200207060000.gkg.csv.zip,842,1,0,3,0,2,2,1,0,1,5,0
http://data.gdeltproject.org/gdeltv2/20200824090000.gkg.csv.zip,523,3,2,1,0,0,1,0,1,2,0,1
http://data.gdeltproject.org/gdeltv2/20160827093000.gkg.csv.zip,1046,1,1,7,0,4,0,6,0,2,5,2
http://data.gdeltproject.org/gdeltv2/20160618160000.gkg.csv.zip,1355,4,0,7,2,1,0,0,1,4,3,1
http://data.gdeltproject.org/gdeltv2/20160801121500.gkg.csv.zip,1652,4,0,8,0,0,0,2,4,5,2,2
http://data.gdeltproject.org/gdeltv2/20200528214500.gkg.csv.zip,1876,1,1,5,0,0,5,2,1,13,1,2
http://data.gdeltproject.org/gdeltv2/20180903074500.gkg.csv.zip,554,2,0,2,0,0,0,4,0,0,0,1
http://data.gdeltproject.org/gdeltv2/20240201143000.gkg.csv.zip,1058,1,4,5,0,9,0,2,2,0,2,5
http://data.gdeltproject.org/gdeltv2/20181126130000.gkg.csv.zip,1085,3,0,2,1,2,1,1,1,2,2,1
http://data.gdeltproject.org/gdeltv2/20151023190000.gkg.csv.zip,1606,1,1,6,1,1,3,3,1,2,1,2
http://data.gdeltproject.org/gdeltv2/20240402011500.gkg.csv.zip,1114,1,4,2,1,0,4,3,1,1,0,1
http://data.gdeltproject.org/gdeltv2/20200521173000.gkg.csv.zip,1934,7,0,3,1,0,5,1,4,1,0,2
http://data.gdeltproject.org/gdeltv2/20230922033000.gkg.csv.zip,775,1,0,0,0,0,1,4,3,0,0,4
http://data.gdeltproject.org/gdeltv2/20200311040000.gkg.csv.zip,793,1,2,0,0,0,2,0,0,0,0,0
http://data.gdeltproject.org/gdeltv2/20220531060000.gkg.csv.zip,344,0,0,1,1,1,0,0,0,0,1,0
http://data.gdeltproject.org/gdeltv2/20210917153000.gkg.csv.zip,1239,4,1,2,0,1,3,0,0,3,2,0
http://data.gdeltproject.org/gdeltv2/20231225144500.gkg.csv.zip,335,1,0,2,0,0,0,2,0,0,0,2
http://data.gdeltproject.org/gdeltv2/20210718014500.gkg.csv.zip,375,0,0,0,0,0,0,0,0,0,1,0
http://data.gdeltproject.org/gdeltv2/20170407050000.gkg.csv.zip,1462,1,2,15,0,2,0,0,0,0,8,3
http://data.gdeltproject.org/gdeltv2/20201008174500.gkg.csv.zip,1654,2,1,7,0,0,0,1,2,7,7,1
http://data.gdeltproject.org/gdeltv2/20190417123000.gkg.csv.zip,1173,3,1,3,0,0,1,5,4,1,2,2
http://data.gdeltproject.org/gdeltv2/20220411121500.gkg.csv.zip,666,2,1,5,0,0,1,4,0,2,1,3
http://data.gdeltproject.org/gdeltv2/20230425014500.gkg.csv.zip,1098,1,0,4,0,0,0,2,0,0,1,7
http://data.gdeltproject.org/gdeltv2/20181219011500.gkg.csv.zip,1574,0,4,3,0,0,0,1,1,4,0,2
http://data.gdeltproject.org/gdeltv2/20170316113000.gkg.csv.zip,1687,5,3,17,1,1,0,4,3,0,2,1
http://data.gdeltproject.org/gdeltv2/20180117154500.gkg.csv.zip,2117,5,2,5,0,1,0,3,3,4,1,5
http://data.gdeltproject.org/gdeltv2/20160318231500.gkg.csv.zip,1711,3,2,4,0,0,2,0,0,3,2,4
http://data.gdeltproject.org/gdeltv2/20170330110000.gkg.csv.zip,1412,4,1,10,1,0,1,2,9,1,0,0
http://data.gdeltproject.org/gdeltv2/20170202010000.gkg.csv.zip,3153,6,1,5,1,2,1,5,0,6,2,4
http://data.gdeltproject.org/gdeltv2/20241214211500.gkg.csv.zip,592,0,0,1,2,0,0,0,1,0,0,0
http://data.gdeltproject.org/gdeltv2/20250104141500.gkg.csv.zip,358,1,1,1,0,0,0,0,0,0,0,0
http://data.gdeltproject.org/gdeltv2/20240204113000.gkg.csv.zip,224,1,1,1,1,0,1,0,0,1,1,2
http://data.gdeltproject.org/gdeltv2/20220806091500.gkg.csv.zip,197,1,0,0,0,0,0,0,0,0,0,0
http://data.gdeltproject.org/gdeltv2/20240828020000.gkg.csv.zip,713,2,0,1,0,0,0,0,0,3,1,0
http://data.gdeltproject.org/gdeltv2/20160511104500.gkg.csv.zip,1601,6,1,7,0,0,4,5,5,3,13,3
http://data.gdeltproject.org/gdeltv2/20190610040000.gkg.csv.zip,630,1,1,0,0,0,0,0,0,2,1,0
http://data.gdeltproject.org/gdeltv2/20190211113000.gkg.csv.zip,888,0,0,1,0,0,6,2,1,0,0,0
http://data.gdeltproject.org/gdeltv2/20150827033000.gkg.csv.zip,1359,6,3,1,0,0,0,4,0,0,1,10
http://data.gdeltproject.org/gdeltv2/20160814073000.gkg.csv.zip,973,5,0,0,1,0,0,0,2,0,2,1
http://data.gdeltproject.org/gdeltv2/20201223090000.gkg.csv.zip,576,0,0,0,1,0,2,0,0,0,0,0
http://data.gdeltproject.org/gdeltv2/20240912061500.gkg.csv.zip,639,0,0,0,1,0,0,0,1,0,0,1
http://data.gdeltproject.org/gdeltv2/20161212063000.gkg.csv.zip,1234,2,0,2,0,0,0,2,0,3,1,0
http://data.gdeltproject.org/gdeltv2/20191028100000.gkg.csv.zip,700,3,1,4,0,0,0,0,6,2,0,1
http://data.gdeltproject.org/gdeltv2/20200306214500.gkg.csv.zip,1495,1,0,1,2,3,0,2,0,2,1,2
http://data.gdeltproject.org/gdeltv2/20230501064500.gkg.csv.zip,667,2,0,2,5,1,2,3,3,0,2,2
http://data.gdeltproject.org/gdeltv2/20200805190000.gkg.csv.zip,1578,2,1,4,1,0,4,2,0,2,4,1
http://data.gdeltproject.org/gdeltv2/20200313103000.gkg.csv.zip,826,5,1,1,0,0,7,2,1,1,3,2
http://data.gdeltproject.org/gdeltv2/20170610230000.gkg.csv.zip,1177,1,1,4,1,0,0,0,0,4,0,1
http://data.gdeltproject.org/gdeltv2/20200125193000.gkg.csv.zip,853,5,0,5,1,1,5,0,0,10,1,0
http://data.gdeltproject.org/gdeltv2/20210125073000.gkg.csv.zip,456,1,0,2,0,0,1,0,1,3,1,1
http://data.gdeltproject.org/gdeltv2/20210606011500.gkg.csv.zip,380,0,0,1,0,0,0,1,0,1,1,0
http://data.gdeltproject.org/gdeltv2/20210105131500.gkg.csv.zip,757,2,4,2,3,2,4,0,1,0,1,0
http://data.gdeltproject.org/gdeltv2/20200605151500.gkg.csv.zip,1335,0,1,1,0,0,3,1,1,4,0,3
http://data.gdeltproject.org/gdeltv2/20191017041500.gkg.csv.zip,862,3,0,0,0,0,1,0,0,1,0,0
http://data.gdeltproject.org/gdeltv2/20240909080000.gkg.csv.zip,368,2,0,1,0,0,0,0,0,1,0,1
http://data.gdeltproject.org/gdeltv2/20171201134500.gkg.csv.zip,1456,3,2,5,3,0,1,2,2,0,3,0
http://data.gdeltproject.org/gdeltv2/20180802041500.gkg.csv.zip,934,0,0,2,0,0,1,0,0,1,0,1
http://data.gdeltproject.org/gdeltv2/20190226224500.gkg.csv.zip,2161,3,2,6,1,3,1,2,0,1,5,1
http://data.gdeltproject.org/gdeltv2/20240707214500.gkg.csv.zip,506,5,0,0,0,1,0,2,0,1,1,2
http://data.gdeltproject.org/gdeltv2/20200607160000.gkg.csv.zip,545,4,0,0,0,1,1,1,0,0,1,0
http://data.gdeltproject.org/gdeltv2/20160119234500.gkg.csv.zip,2302,14,2,13,0,1,2,3,3,4,1,2
http://data.gdeltproject.org/gdeltv2/20190124130000.gkg.csv.zip,1128,1,5,0,0,1,3,8,0,1,2,2
http://data.gdeltproject.org/gdeltv2/20210316004500.gkg.csv.zip,1111,0,0,2,3,0,1,2,0,1,0,0
http://data.gdeltproject.org/gdeltv2/20220723181500.gkg.csv.zip,486,1,0,1,1,0,1,0,0,2,1,0
http://data.gdeltproject.org/gdeltv2/20190425060000.gkg.csv.zip,851,1,0,1,0,0,3,1,0,2,0,1
http://data.gdeltproject.org/gdeltv2/20250205224500.gkg.csv.zip,1334,1,1,18,1,0,1,3,2,1,4,0
http://data.gdeltproject.org/gdeltv2/20230816111500.gkg.csv.zip,592,1,2,0,1,0,1,0,2,0,0,0
http://data.gdeltproject.org/gdeltv2/20181227171500.gkg.csv.zip,1541,1,0,0,1,1,0,0,0,2,0,4
http://data.gdeltproject.org/gdeltv2/20200727101500.gkg.csv.zip,443,0,0,0,0,0,0,2,0,0,0,0
http://data.gdeltproject.org/gdeltv2/20220912114500.gkg.csv.zip,495,2,0,2,0,0,0,0,1,0,1,1
http://data.gdeltproject.org/gdeltv2/20250429101500.gkg.csv.zip,530,0,1,2,0,0,0,0,2,4,0,0
http://data.gdeltproject.org/gdeltv2/20160105213000.gkg.csv.zip,2622,10,3,5,2,3,1,4,0,7,7,0
http://data.gdeltproject.org/gdeltv2/20220120194500.gkg.csv.zip,1374,3,0,1,0,0,0,2,2,2,2,2
http://data.gdeltproject.org/gdeltv2/20190212214500.gkg.csv.zip,2242,1,2,2,0,0,2,3,1,9,4,3
http://data.gdeltproject.org/gdeltv2/20151023161500.gkg.csv.zip,1597,8,3,9,1,1,1,2,3,2,2,3
http://data.gdeltproject.org/gdeltv2/20160618091500.gkg.csv.zip,928,1,0,2,0,0,0,0,0,3,1,0
http://data.gdeltproject.org/gdeltv2/20210626221500.gkg.csv.zip,438,5,0,1,0,0,0,0,0,0,1,0
http://data.gdeltproject.org/gdeltv2/20241210153000.gkg.csv.zip,906,0,1,2,2,0,0,2,7,1,3,1
http://data.gdeltproject.org/gdeltv2/20190614180000.gkg.csv.zip,1964,2,5,8,2,1,6,2,4,4,4,0
http://data.gdeltproject.org/gdeltv2/20200930130000.gkg.csv.zip,1097,0,0,6,1,0,3,2,3,1,3,1
http://data.gdeltproject.org/gdeltv2/20190927153000.gkg.csv.zip,1568,1,1,3,2,2,0,1,2,1,0,0
http://data.gdeltproject.org/gdeltv2/20250516170000.gkg.csv.zip,1218,3,2,1,0,0,1,2,7,0,4,1
http://data.gdeltproject.org/gdeltv2/20180224104500.gkg.csv.zip,762,1,0,1,0,0,0,1,1,1,0,1
http://data.gdeltproject.org/gdeltv2/20210110113000.gkg.csv.zip,320,0,0,1,1,0,1,0,0,0,0,0
http://data.gdeltproject.org/gdeltv2/20230829151500.gkg.csv.zip,1255,1,1,3,0,0,1,0,7,4,0,1
http://data.gdeltproject.org/gdeltv2/20240318121500.gkg.csv.zip,613,1,0,4,1,0,1,0,1,4,0,2
http://data.gdeltproject.org/gdeltv2/20170319204500.gkg.csv.zip,1239,2,2,10,0,0,0,4,1,14,0,1
http://data.gdeltproject.org/gdeltv2/20230408114500.gkg.csv.zip,478,4,0,3,0,0,0,0,0,0,1,1
http://data.gdeltproject.org/gdeltv2/20240314091500.gkg.csv.zip,363,1,0,4,0,0,0,0,0,0,0,3
http://data.gdeltproject.org/gdeltv2/20220130070000.gkg.csv.zip,282,4,0,0,0,0,0,1,0,0,0,0
http://data.gdeltproject.org/gdeltv2/20241209231500.gkg.csv.zip,1240,0,4,3,3,1,0,2,3,0,2,2
http://data.gdeltproject.org/gdeltv2/20240817144500.gkg.csv.zip,441,0,0,0,0,0,0,1,0,0,0,1
http://data.gdeltproject.org/gdeltv2/20220603020000.gkg.csv.zip,771,1,0,0,0,0,3,0,0,1,0,0
http://data.gdeltproject.org/gdeltv2/20190929084500.gkg.csv.zip,426,1,0,1,0,0,0,0,0,0,0,0
http://data.gdeltproject.org/gdeltv2/20171130174500.gkg.csv.zip,3185,6,0,29,0,2,4,13,4,18,10,13
http://data.gdeltproject.org/gdeltv2/20190722043000.gkg.csv.zip,580,0,0,1,0,0,0,0,1,0,0,0
http://data.gdeltproject.org/gdeltv2/20160520230000.gkg.csv.zip,3026,4,1,6,2,0,0,2,0,4,2,1
http://data.gdeltproject.org/gdeltv2/20240801231500.gkg.csv.zip,1337,6,2,2,0,0,0,2,2,2,1,0
http://data.gdeltproject.org/gdeltv2/20230706094500.gkg.csv.zip,569,1,0,4,0,0,0,1,0,0,2,1
http://data.gdeltproject.org/gdeltv2/20160717064500.gkg.csv.zip,825,1,2,0,0,0,0,0,0,0,0,2
http://data.gdeltproject.org/gdeltv2/20160211134500.gkg.csv.zip,1897,12,4,4,1,0,3,4,1,1,2,2
http://data.gdeltproject.org/gdeltv2/20190209020000.gkg.csv.zip,1384,2,1,3,2,2,1,0,2,2,1,1
http://data.gdeltproject.org/gdeltv2/20200701100000.gkg.csv.zip,508,2,0,2,1,0,0,1,0,2,1,0
http://data.gdeltproject.org/gdeltv2/20190924233000.gkg.csv.zip,1717,1,6,5,1,0,2,0,1,1,1,1
http://data.gdeltproject.org/gdeltv2/20190804050000.gkg.csv.zip,494,0,0,1,0,0,1,0,0,0,0,1
http://data.gdeltproject.org/gdeltv2/20170527013000.gkg.csv.zip,1888,4,0,3,0,0,0,2,0,0,1,2
http://data.gdeltproject.org/gdeltv2/20210823041500.gkg.csv.zip,304,0,0,0,0,0,0,0,0,1,0,1
http://data.gdeltproject.org/gdeltv2/20230522231500.gkg.csv.zip,1449,0,1,2,1,0,0,1,3,2,1,2
http://data.gdeltproject.org/gdeltv2/20191020104500.gkg.csv.zip,397,1,0,2,0,0,0,0,0,1,0,0
http://data.gdeltproject.org/gdeltv2/20240731114500.gkg.csv.zip,735,0,1,0,0,0,0,0,1,0,0,2
http://data.gdeltproject.org/gdeltv2/20191107053000.gkg.csv.zip,1049,4,1,3,1,0,1,7,0,1,1,7
http://data.gdeltproject.org/gdeltv2/20210207134500.gkg.csv.zip,333,2,0,0,0,0,0,0,1,0,2,0
http://data.gdeltproject.org/gdeltv2/20160428070000.gkg.csv.zip,2045,8,6,0,0,0,1,3,0,2,3,0
http://data.gdeltproject.org/gdeltv2/20250418000000.gkg.csv.zip,953,0,1,1,0,0,0,0,2,0,2,1
http://data.gdeltproject.org/gdeltv2/20160403043000.gkg.csv.zip,981,11,1,2,0,1,0,1,0,4,0,3
http://data.gdeltproject.org/gdeltv2/20160329024500.gkg.csv.zip,1599,6,1,6,0,0,4,5,0,1,2,1
http://data.gdeltproject.org/gdeltv2/20170914070000.gkg.csv.zip,1177,1,0,4,1,0,0,1,1,2,0,1
http://data.gdeltproject.org/gdeltv2/20151227140000.gkg.csv.zip,680,5,0,0,3,2,0,0,0,0,5,0
http://data.gdeltproject.org/gdeltv2/20240326024500.gkg.csv.zip,857,0,0,1,0,0,0,0,0,0,1,1
http://data.gdeltproject.org/gdeltv2/20180419023000.gkg.csv.zip,1628,5,1,4,0,2,0,0,0,11,2,3
http://data.gdeltproject.org/gdeltv2/20181230153000.gkg.csv.zip,519,0,1,2,0,0,0,0,0,0,0,0
http://data.gdeltproject.org/gdeltv2/20151213204500.gkg.csv.zip,1066,9,1,10,0,1,2,3,2,0,4,6
http://data.gdeltproject.org/gdeltv2/20171111083000.gkg.csv.zip,981,2,1,3,0,0,1,0,0,2,1,0
http://data.gdeltproject.org/gdeltv2/20181108140000.gkg.csv.zip,1479,3,0,2,1,0,0,1,9,0,2,0
http://data.gdeltproject.org/gdeltv2/20210106193000.gkg.csv.zip,1246,3,1,1,1,0,6,0,0,0,3,1
http://data.gdeltproject.org/gdeltv2/20211006200000.gkg.csv.zip,1470,4,2,0,3,0,1,2,0,12,4,0
http://data.gdeltproject.org/gdeltv2/20250423151500.gkg.csv.zip,1021,3,1,4,1,0,2,3,0,0,0,0
http://data.gdeltproject.org/gdeltv2/20250427083000.gkg.csv.zip,280,10,0,0,0,0,0,0,0,0,0,1
http://data.gdeltproject.org/gdeltv2/20150624193000.gkg.csv.zip,2237,6,2,30,0,1,0,3,0,3,2,23
http://data.gdeltproject.org/gdeltv2/20240522013000.gkg.csv.zip,836,0,0,1,0,0,0,0,1,2,1,0
http://data.gdeltproject.org/gdeltv2/20220601024500.gkg.csv.zip,679,0,0,1,0,0,4,0,0,0,0,0
http://data.gdeltproject.org/gdeltv2/20221114020000.gkg.csv.zip,343,0,0,3,0,0,0,1,0,0,0,0
http://data.gdeltproject.org/gdeltv2/20180312130000.gkg.csv.zip,1651,4,2,11,1,0,1,2,1,1,2,1
http://data.gdeltproject.org/gdeltv2/20240316054500.gkg.csv.zip,357,1,0,0,0,0,0,0,0,1,0,0
http://data.gdeltproject.org/gdeltv2/20211024070000.gkg.csv.zip,295,0,0,1,1,0,0,0,0,0,1,2
http://data.gdeltproject.org/gdeltv2/20160315211500.gkg.csv.zip,2403,17,13,8,4,0,4,6,0,2,3,7
http://data.gdeltproject.org/gdeltv2/20250108103000.gkg.csv.zip,433,0,0,2,0,1,0,1,3,0,3,8
http://data.gdeltproject.org/gdeltv2/20240905064500.gkg.csv.zip,412,1,0,0,0,0,0,0,0,5,0,0
http://data.gdeltproject.org/gdeltv2/20240501070000.gkg.csv.zip,485,1,1,2,1,0,1,0,2,1,0,0
http://data.gdeltproject.org/gdeltv2/20151208081500.gkg.csv.zip,1173,3,1,4,0,3,1,6,6,5,4,1
http://data.gdeltproject.org/gdeltv2/20180101160000.gkg.csv.zip,895,4,2,0,0,0,0,1,1,6,4,1
http://data.gdeltproject.org/gdeltv2/20161013120000.gkg.csv.zip,1824,2,2,5,0,0,0,2,1,1,1,0
http://data.gdeltproject.org/gdeltv2/20241027070000.gkg.csv.zip,236,0,0,0,0,0,0,0,0,0,0,0
http://data.gdeltproject.org/gdeltv2/20220610013000.gkg.csv.zip,874,0,2,6,1,0,0,1,0,5,1,1
http://data.gdeltproject.org/gdeltv2/20160420194500.gkg.csv.zip,3305,7,1,10,0,1,4,1,2,8,1,5
http://data.gdeltproject.org/gdeltv2/20231122220000.gkg.csv.zip,1163,1,2,1,2,1,1,0,1,2,2,0
http://data.gdeltproject.org/gdeltv2/20170210001500.gkg.csv.zip,2772,8,3,10,0,2,0,0,2,13,5,3
http://data.gdeltproject.org/gdeltv2/20240630043000.gkg.csv.zip,275,1,0,1,0,0,0,0,0,0,1,0
http://data.gdeltproject.org/gdeltv2/20200904094500.gkg.csv.zip,624,0,0,0,0,0,0,0,0,0,0,0
http://data.gdeltproject.org/gdeltv2/20231114224500.gkg.csv.zip,1322,1,0,5,0,3,0,5,2,2,1,6
http://data.gdeltproject.org/gdeltv2/20230409094500.gkg.csv.zip,356,0,0,1,0,0,0,0,0,0,3,0
http://data.gdeltproject.org/gdeltv2/20230609074500.gkg.csv.zip,620,3,1,0,0,0,0,0,0,0,1,1
http://data.gdeltproject.org/gdeltv2/20230730110000.gkg.csv.zip,352,1,0,3,0,0,1,0,1,0,3,0
http://data.gdeltproject.org/gdeltv2/20160319081500.gkg.csv.zip,838,0,0,1,0,0,1,0,1,0,0,2
http://data.gdeltproject.org/gdeltv2/20191109111500.gkg.csv.zip,404,0,0,1,0,0,0,0,0,0,0,1
http://data.gdeltproject.org/gdeltv2/20160206160000.gkg.csv.zip,1215,8,4,7,0,0,1,2,1,4,0,6
http://data.gdeltproject.org/gdeltv2/20200901074500.gkg.csv.zip,501,0,0,0,0,1,0,0,1,0,1,1
http://data.gdeltproject.org/gdeltv2/20241011164500.gkg.csv.zip,1154,1,0,1,0,0,1,1,0,0,0,1
http://data.gdeltproject.org/gdeltv2/20190101064500.gkg.csv.zip,552,1,0,2,0,0,1,2,0,1,0,0
http://data.gdeltproject.org/gdeltv2/20160523131500.gkg.csv.zip,2060,4,0,3,0,1,1,2,2,4,3,2
http://data.gdeltproject.org/gdeltv2/20240131121500.gkg.csv.zip,542,0,0,1,0,0,1,0,0,0,1,0
http://data.gdeltproject.org/gdeltv2/20190927180000.gkg.csv.zip,2032,1,3,1,0,2,0,0,1,0,1,0
http://data.gdeltproject.org/gdeltv2/20190106044500.gkg.csv.zip,466,0,0,1,0,0,0,0,0,0,0,0
http://data.gdeltproject.org/gdeltv2/20231103043000.gkg.csv.zip,626,1,1,0,0,0,0,1,0,0,0,1
http://data.gdeltproject.org/gdeltv2/20250610131500.gkg.csv.zip,772,0,1,2,0,1,0,3,2,0,1,4
http://data.gdeltproject.org/gdeltv2/20250703020000.gkg.csv.zip,640,1,0,2,0,0,0,2,1,1,0,1
http://data.gdeltproject.org/gdeltv2/20221125060000.gkg.csv.zip,280,1,0,0,0,2,0,1,1,0,1,0
http://data.gdeltproject.org/gdeltv2/20211202151500.gkg.csv.zip,1091,2,1,2,1,0,0,0,2,8,0,3
http://data.gdeltproject.org/gdeltv2/20240317003000.gkg.csv.zip,442,1,0,0,0,0,0,0,0,0,0,0
http://data.gdeltproject.org/gdeltv2/20200404224500.gkg.csv.zip,654,1,0,2,0,1,2,1,0,2,0,0
http://data.gdeltproject.org/gdeltv2/20170604183000.gkg.csv.zip,1121,1,0,4,1,0,1,2,1,3,1,1
http://data.gdeltproject.org/gdeltv2/20180221073000.gkg.csv.zip,1337,4,0,14,0,0,1,3,4,2,1,1
http://data.gdeltproject.org/gdeltv2/20181006180000.gkg.csv.zip,1075,0,0,0,1,0,0,0,0,7,0,2
http://data.gdeltproject.org/gdeltv2/20170403214500.gkg.csv.zip,2969,3,1,3,3,0,1,2,2,3,1,0
http://data.gdeltproject.org/gdeltv2/20160525204500.gkg.csv.zip,3428,4,3,3,0,2,1,2,6,9,5,6
http://data.gdeltproject.org/gdeltv2/20200804160000.gkg.csv.zip,1244,2,0,1,1,0,5,1,0,0,0,3
http://data.gdeltproject.org/gdeltv2/20180401111500.gkg.csv.zip,517,9,0,1,0,0,0,0,1,11,0,0
http://data.gdeltproject.org/gdeltv2/20171113000000.gkg.csv.zip,1000,3,0,13,0,1,1,0,1,1,1,1
http://data.gdeltproject.org/gdeltv2/20170406081500.gkg.csv.zip,1401,3,10,4,1,2,1,0,1,3,2,7
http://data.gdeltproject.org/gdeltv2/20171221150000.gkg.csv.zip,2107,3,3,4,0,1,1,0,3,8,3,4
http://data.gdeltproject.org/gdeltv2/20220327134500.gkg.csv.zip,385,2,0,4,2,0,1,0,3,0,2,1
http://data.gdeltproject.org/gdeltv2/20190605190000.gkg.csv.zip,2045,0,1,5,1,1,1,0,5,3,4,4
http://data.gdeltproject.org/gdeltv2/20180516050000.gkg.csv.zip,1404,3,0,1,0,0,4,2,1,1,0,1
http://data.gdeltproject.org/gdeltv2/20190522131500.gkg.csv.zip,1463,5,2,4,1,2,3,0,2,1,3,2
http://data.gdeltproject.org/gdeltv2/20210415100000.gkg.csv.zip,583,2,1,6,0,0,1,3,3,0,5,3
http://data.gdeltproject.org/gdeltv2/20170114023000.gkg.csv.zip,2175,2,0,2,0,0,0,3,2,3,0,2
http://data.gdeltproject.org/gdeltv2/20190216141500.gkg.csv.zip,661,2,0,9,0,1,1,5,0,0,13,3
http://data.gdeltproject.org/gdeltv2/20220112171500.gkg.csv.zip,1231,2,3,0,0,0,0,0,1,7,1,1
http://data.gdeltproject.org/gdeltv2/20220511113000.gkg.csv.zip,693,1,2,2,0,2,1,1,0,1,4,1
http://data.gdeltproject.org/gdeltv2/20210224183000.gkg.csv.zip,1437,1,0,2,3,1,4,1,2,0,3,0
http://data.gdeltproject.org/gdeltv2/20161011181500.gkg.csv.zip,3259,3,3,9,0,0,1,1,2,4,1,2
